review,sentiment
"Okay, here is a really short review: this movie blowed. I wish I could just have a review that stated this simple principle, but I must bore you with more bad review type words like 'horrible' 'clichéd' and 'unwatchable.' It's the type of film you watch when you are drunk or are stuck on a desert island with nothing else to do. Here's the premise: the vice president is captured by a terrorist group at a play-off hockey game and only Van Damm can stop the madness. Truly, truly terrible, but then again, I didn't pay to see it the first time around and only my dad felt the absence of girth in his wallet after this movie. I hate the fact he is a Republican and all, but then again, he did spare me the horror of paying for this piece of garbage. Okay, that is now enough space to be recognized as a review, so I bid adieu.",negative
"Lucio Fulci was famous for his Italian splatter movies, mostly his undead films like Zombie or The Beyond. Here he directed a black comedy of sorts, but there's just one problem: its nauseating. I say this knowing that I like City of the Walking Dead (which is also gross but not like this). A compulsive gambler gets money for his habit by romancing ugly and deformed rich women then murdering them and stealing their cash. The film makes this plan look that easy. I guess the women were too ugly to go to a bank, so they always had their cash on person. After the upteenth murder I began to suspect what I've always heard about Fulci: he hated women. He must have. At any rate this film stinks, its not funny, and Fulci should have stayed with giallo and supernatural zombie movies. Avoid this film at all costs.",negative
"This show proved to be a waste of 30 minutes of precious DVR hard drive space. I didn't expect much and I actually received less. Not only do I expect this show to be canceled by the second episode, I cannot believe that Geico will ever attempt to use the cavemen ad campaign EVER again. I would have preferred spending a night checking my daughter's hair for head lice than watching this piece of refuse. I wonder what ABC passed on to make this show fit into the '07 fall schedual, perhaps a hospital/crime/mocumentary reality show featuring the AFLAC duck? In the event that I failed to express my opinion about this show let me be clear and say that it is not too good.",negative
"I watched this movie and the original Carlitos Way back to back. The difference between the two is disgusting. Now i know that people are going to say that the prequel was made on a small budget but that never had anything to do with a bad script. Now maybe it's just me, but i always thought that a prequel was made to go set up the other movie, starring key characters and maybe filling in a bit about life that we didn't know. Rise to Power is just a movie that has Carlito's name. There should have been at least a few characters from the original movie, the ending makes no sense in relation to the original. In the end of this movie he retires with his sweet heart but how the hell do we get him coming out of prison in the next movie? And his woman isn't even the same woman that he talks about as his only love in the original. I would say the movie is mildly entertaining in its self, with a few decent bits but it pales when held up to it's big brother. Don't lay awake at night waiting to see this, watch the original one more time if you really need a hit.",negative
"I couldn't stand to watch very much of this crap. This is your standard junk that certain annoying women love- old English era drama with lots of costumes and cliché characters that seem to be plucked from either directly from oliver twist or some other dickens novel. This uses the usual clichés from the Victorian era. Certain idiotic people really think that the whole emotional torture of that culture being so bloody repressed is somehow fascinating and romantic. This is sap, pure and utter junk and boring as watching grass grow. As such it is perfect for women who crave some sort of English countryside snoozer romantic drama in a Victorian setting but for this man this movie is nothing but torture and cruel and unusual punishment to watch a bunch of drab boring scenes with unoriginal characters speaking in that wretched forced and fake English accent.",negative
"This early Pia Zadora vehicle followed a familiar Harold Robbins formula: ambitious main character wallows in decadence while pursuing the path to the top of some randomly chosen but glamorous world, in this case the movie industry. But despite being so formulaic as to be completely predictable, this movie manages at the same time to be completely unbelievable. Zadora (to call her inexperienced as an actress is to be charitable) never convinces as a screenwriter. One would expect a movie about movie-making to have some insights into its own industry and creative process. But the script gives her none of the qualities which make writers interesting movie characters: observance, skill with words, a love-hate relationship with one's own creative abilities. Her character is as empty as a donut hole. And this is just a taste of the incompetence on display here. The cinematography is so murky that it is sometimes hard to see what is happening. And the scenes never really hang together, so everything seems like a succession of random moments at bad Hollywood parties. Avoid.",negative
"I have been watching horror movies since I was 5 years old, beginning with Childs Play.Since then, I have seen good horror movies and bad, but this is without question, the DUMBEST movie I have ever seen! The actors did all they could with the material. The plot was just idiotic. Plus , it was just all gore. I can stomach a lot of blood, but that was just ridiculous! In one of the scenes, a character gets stabbed in the rear end and choked with his intestines! Plain Stupid! Another problem with this movie is that its boring and probably the slowest movie ever made. The end of it is just dumb. But then again, it goes with the rest of it! At the end, when the girl gets away from the cannibal/ancestor, she receives help from a old lady. The old lady is making tea, but when she turns around to talk to the girl, the girl attacks her! She turned into a cannibal! Retarded movie.",negative
"Yikes. This is pretty bad. The play isn't great to begin with, and the decision to transfer it to film does it no favours - especially as Peploe doesn't decide how she wants to treat the material's theatrical origins (we get occasional glances of an observing theatre audience etc.) and has decided to go with a jumpy editing style that is intended to keep reminding you that you're watching a film, whereas in fact it only serves to remind you that you are watching a very poor film by a director who is overwhelmed by her material. Mira Sorvino's central performance is breath-takingly poor: stage-y and plummy, it's as if she's playing the part via Helena Bonham-Carter's Merchant Ivory oeuvre. Only Fiona Shaw delivers a performance of note - and it may be that her theatrical pedigree means that she is best able to handle the material - but it's hard to watch a film for one performance alone, even if that performance is as light, truthful and entire as Shaw's. Ben Kingsley turns in an average and disengaged turn, and Diana Rigg's daughter, Rachel Stirling plays her supporting role as just that. Sadly, none of Bertolucci's magic has rubbed off on his wife if this film is to be the evidence.",negative
"What a stupid idea. Ewoks should be enslaved and tortured. Utterly useless as a species... Fine you want ten lines of text regarding my unending hatred of Ewoks? Fine, here it is, fool. First of all, they are an inferior race that would be slaughtered en mass had Lucas not pussified the entire series with their foul presence. They're little bears with large asses, and they probably smell like donkey crotch. Yeah, I said it, donkey crotch. They have little to no technology whatsoever, resorting to using sticks as makeshift weapons. I'm surprised they even had access to fire. Their guttural language makes my skin crawl. Can't...suppress...anti-Ewok...RAGE! AHHH!!!",negative
"****Contains Spoilers****<br /><br />As a fan of Rachael Leigh Cook, I watched for this show to finally come on so that I could see it. I taped it so I could watch it several times, and there is something about this show that really bothers me!<br /><br />I recognize that this was a made-for-TV movie. Not only that, but it was made for Lifetime, which is a channel that I despise. Because it was made for TV, I can ignore the huge plot holes. I can ignore the massive lack of character development in Ally Sheedy's character. I can overlook the fact that George C. Scott and Rachael Leigh Cook, both of whom are very talented actors, were definately not reaching the best of their abilities. I can look past the fact that Don Diamont's character was so cliche'd, that you knew when you saw him he was the villain. I can even pass over the obvious mistake in the timeline (She's raped during her winter break, and then over a year later she has the baby from it.)<br /><br />The major thing that I can't get over is this: There are two trials for the custody of the child. In the first trial, custody is awarded to the child's father because he is ""better educated, has a degree from a community college, and has a full time job."" In the second trial the judgement is reversed because the Judge feels that there is lack of evidence that Emma (RLC's character)is an unfit mother, and custody shouldn't be taken from the primary caretaker and given to someone with no previous interaction with the child.<br /><br />The problem is this: Nowhere during the course of these trials is the fact that a thirtysomthing year old man raped a 15 year old girl and got her pregnant taken into consideration! Whether it was a rape or not, he had sex with a minor! Wouldn't that be taken into consideration when the judge is choosing him for custody because he's a ""mature adult?"" Mature adults don't have sex with minors! <br /><br />It's not the worst cable movie that you would ever see, but it's not a great show either. ** out of ****",negative
"They said it would be a film greater than Turks Fruit. How dare<br /><br />they? It's not even 10% of this classic. Bad acting. The only character i felt sympathy for was the one<br /><br />played by Angela Schijf. Her acting was the best in the whole film. The story could've been interesting, but it wasn't. Some scenes were very beautiful filmed (lights and camera), (the<br /><br />opening scene for example), but the bad acting made the magic<br /><br />disappear.<br /><br />I really don't understand why so many people voted this film so<br /><br />good.",negative
"It's here. finally a movie comes out that I can honestly say is worse than Larry the cable guy: health inspector. Yet I'm willing to bet the the wayan's brothers(hilarious) will make more money than I ever make in my whole life on what is sure to be one of the top five worst films of all time, outside of my fifth grade outside the class re-enactment of romeo and Juliet. I mean really WHY would anyone ever ever see this movie unless they were paid to. The comedy is weak and all even remotely funny jokes from the flimsy plot were surely revealed in commercials. Final word is this movie was a terrible letdown for me. And the commercials looked so promising...",negative
"Another stinker from the PM Entertainment group, and thankfully one of their last.<br /><br />'Firetrap' is effectively a very low budgeted remake of 'The Towering Inferno' I don't mind Low budget B Movies as long as some effort is put into them - there is no effort whatsoever in 'Firetrap' is stars Dean'Superman'Cain, who is an absolutely terrible actor, seriously he has all the acting abilities of a porn star, but he turns out to be the best actor here and that's saying something, the rest are just a bunch of no hopers given the boot from various daytime soaps. The special FX are just rubbish, shots showing the burning building from the ground are among the worst I've ever seen, the fire looks like someone scribbled an orange pen at the front of the camera. on top of that there is not one character you actually root for - you hate everyone and hope they all die well before the 90 minutes are up.<br /><br />The script is embarrassing - The red herring's are signposted well in advance, someone else has mentioned this but 'The scene where the janitor fights off a blazing fire engulfing the building with his broom....hilarious, or same janitor going into a room marked 'Hazardous Material', Were these scenes supposed to be tongue-in-cheek? somehow I doubt it<br /><br />The one good point and only one good point was there was a fair bit of action in amongst the daytime soap dramatics which kept my attention, but so little care was given to everything in the film, I can't recommend it - Watch 'The Towering Inferno' instead<br /><br />3/10",negative
"I couldn't wait for the end. This is absolutely the worst film I have ever seen. If you thought that just about anyone could make a watchable movie, these folks prove that there is a minimum skill set required. This is a film with no redeeming features whatsoever. It scores a zero in every department. This is more than just 'amateur' as the audience is given no consideration or regard at all. There is no serious attempt to act or entertain. The storyline is aimless, pointless and senseless. The cast look very uncomfortable and completely lack direction. The technical aspects of the film are poor.<br /><br />As a DVD it makes a good drinks coaster.",negative
"It seems the makers of this film had trouble deciding what their message really was. Consequently, they had even more trouble delivering it. They began by poorly describing principles of quantum physics which relate to sub-atomic particles. Having established a fuzzy picture of Heisenberg's Uncertainty Principle, they presented a barrage of talking heads who built a case of ridiculous logic intimating that every living person is an entity which follows the same quantum rules on a cosmic scale. Then there was a lot of talk about ideas upon which Stephen Covey and Tony Robbins have made their careers: positive thinking, interrupting bad patterns, always look on the bright side, etc. Next came a bit about how our brains can change our bodies through production of proteins: hormones which we more or less choose to create. If you are sad, you will create sad proteins. If you are happy, you will create happy proteins. It's just so simple, isn't it? Interwoven with our lessons we follow the fictitious life of Amanda, a photographer who pops anti-depressants and hates her thighs. The film makers slowly but surely were trying to get us all to say, ""Hey, Amanda, just cheer up!"" Why can't she cheer up? Obviously it's because the world is a BAD place where there is crime and poverty and religion, that's why. The conclusion of the film (which is basically the entire second half) brought on a barrage of contradiction. We are all a part of a whole energy where we are not beings, but a collective consciousness, but we are individuals who can change the world, but there are many of each of us because of all the different dimensions, but we can choose who we are, and we have a purpose to do good, but there is no god because there is nothing better than us, so there is no such thing as right and wrong, so there is no such thing as reward or punishment, so nothing good ever came out of religion, but we should still do good anyway, even though there is no such thing as bad and good because there is nobody to decide what that is, except for the fact that we each can make life good if we all meditate, and then crime will cease, and if we say nice things, our water will freeze into pretty shapes. Still with me? Good because there is more. According to Robert L. Park in his book ""Voodoo Science"", the whole meditation experiment put on by John Hagelin in Washington, D.C. was a farce, the numbers were doctored, and the murder rate was higher that year that any year before or since. And what about your positive attitude keeping you young and healthy? This was a message delivered by an older man who looked his age and a woman who was overweight.<br /><br />So does all this work or not? I was lucky enough to see the film at a theater where Betsy Chasse, one of the film's three directors (yes, three) fielded questions following the show. I call myself lucky because I had first-hand confirmation that these people don't know what they are talking about. Several of the questions asked by audience members had her so stumped that her husband, a chiropractor, had to step in and recite the answer. I finally had to leave when the discussion inevitably turned political, and everyone, including Ms. Chasse, began speculating as to how wonderful the world would be if only President Bush could see this movie.",negative
"If I only had one camera that was accidentally glued to the floor, enough film for only one take of each shot, and then lost all that film and had to scrounge up some bucks to buy a few digital video tapes, and was forced to make an over-2-hour movie about the French Revolution, and also didn't have any sets and had to have my 4-year-old autistic son paint the backgrounds, and also the only actors I could find were the people who didn't make the auditions of that year's soap opera, and I was also forced to not use any music in the entire film, and also the zoom function on the camera didn't work except for one time when it accidentally started zooming in and couldn't stop, oh and if I hated my audience, then I might make something kind of like this awful, yet mistakenly hilarious, Hell-worthy waste of time. The almost grand looking but completely fake looking backdrops reminded me of some of George Lucas' latest creations, which made it so much more disappointing because through the whole movie, there was that little glimmer of hope in the back of my mind that the film would climax in a lightsaber duel/space laser battle. I don't mean to spoil the movie for those who haven't seen it, but that's not how it ends. The only thing I can think of that wasted more time than watching this movie was writing this review. Peace.",negative
"Ostensibly this is a Z-grade DTV horror film.<br /><br />But with lines like :<br /><br />""It's easy to die, I have, many times""<br /><br />and<br /><br />""Why are you reading that book ?"" ""Because it makes the plot more interesting""<br /><br />and<br /><br />""You made your way in here, now you can make your way out again !"" (after he leads a man into the basement)<br /><br />(and take a listen to what they chant)<br /><br />- it's not that clear what this film, made in the era known for post-structuralism, is actually about, or whether its just bad film-making. The acting is atrocious, but some actors I know, so are they hamming it up ?<br /><br />An old house, cut obviously with a contemporary dwelling, is the site of murders. A (bad) film is made in the grounds and the story replays again.",negative
"great mystery, but the film goes down hill from there. The beginning is promising with a car wreck and a woman and her daughter being burned alive in front of a police officer, Edward. He is traumatized over this and is seen popping pills. A mysterious letter turns up from an old girlfriend asking for help in finding her missing daughter. So Ed travels to an island commune of mainly woman. They don't like outsiders. A lot of filler is with Ed shown looking around town for the girl. That made the movie too long. It finally gets a little better toward the end when we learn of the crazy rituals the woman perform and finally of the sinister plan in store for Edward.<br /><br />Overall, not a well written story and too long. <br /><br />FINAL VERDICT: I would skip this.",negative
"Yet another example of the complete waste of UK Lottery money. Just how commercial did this film prove. The Film Council ,who funded this miserable garbage should be stranded, on one of the London Undergrounds disused stations, for allowing this clichéd, dismal specimen to be committed to film, a half mutant thing made up of all the horror movies the director has seen and felt fit to imitate, most notably Deathline. Amongst its many sins is the quite obvious failure to make the lead character remotely sympathetic until the last minute. It's a little bit too late then! Surely all those development executives, at the UK Film Council, could have noticed this at the script stage. Add to this the terrible acting and the laughable appearance of the creature and you get a prime example of how not to scare.",negative
"There was a genie played by Shaq His name was Kazaam, and he was whack His rhymes were corny, this lines were bad some stupid kid cryin over his stupid dad bad actin, bad casting, bad special effects whats next? this movie sucks Prolly didn't make 20 bucks he lives in a boombox not a lamp hurts like a cramp like a wet food stamp...<br /><br />Yeah, you get it, a stupid rhyming genie who can't act, in a stupid movie with horrible special effects. Oh, and its confusing as hell. I'm not even gonna go on. Let's just say, it belongs in the ""its so bad, its funny"" category. Watch it once with your buddies and get a good laugh. But don't expect anything spectacular.",negative
"Why?!! This was an insipid, uninspired and embarrassing film. The embarrassment comes from being from the city where they made it...Pittsburgh PA! Why did they let these people do such a BAAAAAD movie there?<br /><br />When this movie was originally to be released...it was more of a romantic comedy...and no ROBO-anything. That all got changed along with cuteness courtesy of Disney. WHY???? They did a terrible interpretation of this classic comic character. Seeing Matthew Broderick make fun of his own movies was not fun either. Sheesh!!",negative
"Okay, it's a movie for children, and it's not one of those movies that adults will enjoy as well. However, there are some unintentionally funny moments, most of them involving holes in the story. For example, the kid needs a computer part to bring his dad back to normal, and he doesn't have the money. So, does he ask his father for the dough? Nope, he STEALS IT and gets caught. Kids, if I'm ever turned invisible, I'll advance your allowance, ok? Also, while this kid is at the police station (no doubt about to be charged with criminally lame acting), his beautiful blond teacher comes in, announces who she is and where she works, then BUSTS THE CHILD OUT OF THE SLAM IN FRONT OF THE COPS! To make matters worse, instead of making a quick getaway, they then SIT IN THE PARKING LOT OF THE POLICE STATION AND LAUGH ABOUT THEIR ACHIEVEMENT. You know, I hate to pick, but the kid DID steal something and ought to face the consequences, but maybe being in this movie is punishment enough. Y'all avoid it!",negative
"Must have to agree with the other reviewer. This has got to be the WORST movie, let alone western I have ever seen. Terrible acting, dialogue that was unimaginative and pathetic (let alone completely inappropriate for supposedly being in the 1800s), and oh, did I mention a battery pack prominently displayed on the back of one of the characters? I was waiting for the boom mike to fall in the middle of a scene. And the ending? The least I can say is that it was consistent with the rest of the movie...completely awful. And yes, it did contain every cliché in the book from the slow walk down the empty dusty road to the laughable ""let's remember when"" shots when a main character dies. Luckily I saw this on free TV. Don't waste your time.",negative
"Writer & director Robert Downey, Sr., a pioneer of the underground film movement in the 1960s, satirized the New York Madison Avenue advertising world with his avant-garde comedy ""Putney Swope."" Downey doesn't confine his ridicule to advertising, but tackles black militant culture, the dynamics in Hollywood's portrayal of race, the elite white power structure, and character of corruption in any power struggle. As audacious and ambitious as ""Putney Swope"" strives to be, it qualifies as a terrible film, amateurishly made on a shoe-string budget with a no-name cast and humor that lacks hilarity. Everything about this movie reeks with improvisation. ""Putney Swope"" stirred up controversy during its initial release with its politically incorrect handling of race issues and consumer culture. Like most Marx Brothers movies, the plot is thin, providing an excuse for Downey's anecdotal gags, most of which are terrible.<br /><br />The chairman of a prestigious Madison Avenue ad agency dies during a board meeting. Before the body has been removed, the board holds a secret ballot vote to determine who will replace him. Each member understands that they are forbidden to vote for himself. Sheer accident occurs when everyone votes for the token black member, Putney Swope (Arnold Johnson), since none thought anybody would cast a ballot for him. Swope pink slips all but one of the white executives, surrounds himself with black, pistol packing employees, and renames the firm ""Truth and Soul Advertising."" Swope decides to alter the face of American advertising. He refuses to accept clients whose products are alcohol, tobacco, or war toys. Swope's clients stage an exodus after he becomes the CEO, and grandstanding attracts a new line-up of clients that show up at his office lugging bags of money and prepared to suffer abuse from Swope's militant employees. Swope exploits his African-American staff, too, ruthlessly appropriating their ideas after he fires them and conjures up a number of offensive advertising campaigns, all of which are hailed as a 'new wave' of marketing genius. Incredibly, Swope's conservatism proves successful but the agency becomes the target of government operatives who argue Swope's advertising tactics constitute ""a threat to the national security."" The high point of this black & white, 85-minute comedy are the television commercials shot in color. Unfortunately, Downey doesn't know when to cut off these ads that consistently start out cleverly but wear out their welcome. The funniest part of ""Putney Swope"" involves our eponymous protagonist's dealings with U.S. President Mimeo in Washington D.C. (Pepi Hermine), a marihuana-toking midget with a Kissinger-like Teutonic adviser (Larry Wolf) spouting tasteless jokes while trying to convince Swope to come up with an advertising campaign for his new car, the Borman 6.",negative
"Going into this movie you know that this is movie has six lab technicians in a sealed lab with an invisible maniac. So right away you're guessing who will live and who will die. The survivors end up being exactly who you'd expect them to be, so no points for plot twists there.<br /><br />And if you're not sure if this is a B-movie or a movie that just happens to take place in a lab with an engaging story, William Devane plays a part: instant B-movie status.<br /><br />The movie is promising in the beginning. At the lab we are introduced to the invisible gorilla who is becoming increasingly violent. Oooh, foreboding. The best scene in the whole movie is when the lab team makes the gorilla visible again. Great special effects. Same thing when they make Bacon invisible.<br /><br />There are a couple of bare breasts, a really lame dirty joke and enough out of place swearing to give this movie an R-rating that it really didn't need.<br /><br />For a thriller there weren't really any surprises, except when Shue makes like MacGyver in the freezer, which is more of a 'Whaaaa?' OK, there is one surprise. That's when Caine (Bacon) comes back one last time in the elevator shaft. It was a surprise but only because you're yelling at TV, 'Noooo! You're dead already! End the movie!' Speaking of yelling at the TV,that's all I did for the last 25 minutes or so. 'Put on your f#@%ing goggles!' Instead of putting their infrared goggles on so that they can see him, they try every other trick in the book (fire extinguishers, sprinkler systems...).<br /><br />The story really lost it at the end. But the special effects were good; that's the only reason I give it a 2/10.",negative
"Bad. Personal opinion? The folks who made it? They knew that when they made it. To star in this movie, again my opinion, you needed to meet three criteria ... #1: You had to own your own Goth style clothing and jewelry. Makes wardrobe both easier and cheaper that way. #2: You had to be able to remember and repeat your lines with out cue cards. Note that I didn't say you had to do it well. Saves on time and paper work. #3: You had to be willing to get naked. Gives an R rating and thus bolsters sales. Want to watch a better movie? Easy. Get a camera and some of your buddies together and do it yourself. Trust me, you won't do any worse. As vampire movies go, well, this one sucks. And a hint here for people like me who like to look for little oddities in movies ... Consider the link between vampires and crosses. Now, take a look at the symbols and names on the headstones in the cemetery portions of this thing were filmed in. Ed Wood couldn't have planned that kind of an accident any better himself.",negative
"Although it really isn't such a terribly movie (especially considering it was made directly for TV-distribution), it'll be very difficult to point out one aspect in ""Bloodsuckers"" that is actually original or refreshing. Vampires in space isn't exactly a new formula, and even after so many movies dealing with these monsters in this particular setting, still no one seems to realize it's an incredibly stupid premise that can't possibly result in a halfway decent horror movie. ""Bloodsuckers"" even goes one step further and shamelessly imitates every imaginable motion picture that either revolves on vampires and intergalactic warfare. The plot and characters are mainly stolen directly from John Carpenter's ""Ghosts of Mars"" and James Cameron's ""Aliens"", as a crew of futuristic vampire hunters are crusading through space and regularly holding to eliminate a mutated species that peculiarly named themselves after notorious horror icons, like the Voorhees and the Leatherfaces. The good guys are a bunch of pathetic stereotypes, constantly dealing with clichéd issues and endlessly arguing about dreadfully unimportant matters. Captain Damian is the unpopular rookie, who'll really have to prove his leadership capabilities now after being more or less responsible for the death of the previous (and far more loved) Captain Churchill. The other annoying characters include a typical cowboy-style and trigger happy macho pilot, a tough female warrior with more balls than any of the males on board (she's of Asian descent, like the girl in ""Aliens"" was Latino) and the army's most valuable secret weapon: a Blade-girl! Quintana is a beautiful and deadly vampire who chose the side of humans. She can spot enemies when they're still light-years away and she can also do wickedly sexy things with someone's wet dreams. They eventually all learn to work as a team when forced to face the ultimate vampire-meanie: Michael Ironside (in yet another downgrading role). ""Bloodsuckers"" is an irredeemably stupid film, but it manages to entertain as long as it features gory killings, infantile dialogs and OTT make-up effects. It only gets intolerably boring when the frustrated soldiers blame the captain for the umpteenth time and bla bla bla. This film is a non-stop series of lame clichés and uncreative ideas, but at least it's watchable.",negative
"Now I know that a lot of black humor pokes fun at typical black things like for example gold teeth. But that doesn't mean that they always are funny. Don't be a menace is an example of this. The urban movie certainly lends itself for satire. The problem is that Wayans and consorts not only try satirize the typical 'ghetto' culture, they also belittle valid statements that are made in urban movies such as Boyz 'n' the Hood or Menace II Society. Personally I think that the makers of this movie should get their heads away from the bowel movements of their white masters. Besides this, the movie in itself is terrible. It's absolutely not funny. The jokes are racist. Instead of satirizing the urban movie genre, the moviemakers show their views of the 'ignorant' urban (ghetto) blacks. Now there are some other jokes in this movie, but I believe this to be the main fare.<br /><br />In conclusion this movie is crap and the makers should use their talents to make a constructive comedy/satire movie. They have examples in Men With Black Hats (which was made before this movie) and Friday.",negative
"I'm not sure if users ought to be allowed to review films after only sitting through half, but I'm afraid I just couldn't stand another minute.<br /><br />If this abject excuse for a film doesn't have the late, great GP spinning like a wheel in his grave, then I doubt anything will.<br /><br />The excellent review above 'Not a film for Parsons fans' sums up most of my feelings. How dare a (second rate) director and writer attempt something to which they're so clearly incapable of delivering. What were they thinking? Where to start?<br /><br />THE SCRIPT: I thought I'd be getting a slice of bittersweet Americana. What I got was poorly executed slapstick with no cliché left unturned. Stupid hippy? Check. Stupid fat cop? Check. Awful plot contrivances? Check. Embarrassingly written female characters? Double check. Total disregard for the story which you're trying to portray? Check.<br /><br />After a while, you realize that what you're watching is a soap and not a very well written one at that. Scene with Knoxville. Scene with Ex girlfriend. Scene with Knoxville which hasn't moved on much. Scene with Ex girlfriend which was a bit like the last one. And so on...<br /><br />THE DIRECTION: My friends and I decided, after some consideration, that watching this was like watching a bad episode of Quincy, or maybe a particularly poor Dukes of Hazzard. That's how bad the direction was. Terrible jump cuts, awful camera work, clunky ins and outs to scenes. God, it was cringeworthy. And then I discovered the director was an Irishman who's most noteworthy recent work is a really lousy BBC Sunday night drama called Monarch of the Glen (trust me, it's lowest common denominator TV). And then it all made sense...<br /><br />THE ACTING: Are we now so critical that when some random guy from the TV decides to give acting a go, if he's not so bad, he stinks, we applaud his efforts? Knoxville JUST ABOUT manages to get through every scene. Poor Christina A. has no such luck. Her performance is a car crash (though what you do with those lines, I don't know). The 'hippy' in the hearse: oh dear, oh dear, oh dear. Have we not moved on since Cheech and Chong?<br /><br />I could go on, but I think you get my drift. What I would say is that, as other reviews have mentioned, no one on this film clearly gives a flying damn for The Byrds, The Flying Burrito Brothers or Gram's solo work. They knew nothing about the American road movie and they certainly give a damn about trying to do anything with an admittedly decent story from rock mythology. This film was shallow, failed to explore anything and was jaw droppingly unfunny from beginning to...oh wait, I didn't quite make the end. And I suggest you stay away too.",negative
"This movie doesn't even have the saving grace of being so bad that its good. It is truly appalling. Its closer to a tongue-in-cheek parody than a disaster movie, but alas they were serious. Made for TV, but not worthy of even that. It contains every cliché and cheesy plot moment you can imagine. Oh will he save the town from the flood? Will his wife admit that she still loves him? Will they escape before the flood drowns them? I cant explain how bad this is. Awful predictable plot that makes you wince it is so cheesy. Bad Effects (although to be fair I have seen worse super-imposed bubbling water). Bad script. Woeful acting. Hideous. So bad in fact that you probably should get drunk and watch it.",negative
"I rented this film because I enjoy watching things with Lauren Graham in them. Well, she was the highlight. Everyone else seemed complete separated from the picture. You kept looking around you at those watching the film with you going, what? However she provided some clarity, as she was the only normal character in the picture, which actually isn't saying much for the film. Personally it was too far fetched for me. However, I am glad I rented despite the fact I would never want to own it. I still feel that Lauren Graham proved to be a strong actress and even thought she was not the main character, she seemed to steal the movie. My husband and I were happier and cared more about her character ending up with Josh's character than we were about the two main characters.",negative
"I truly despised this film when i saw it at the age of about 6 or 7 as I was a huge fan of Robin Williams and nothing he could do was bad. Until this. This complete trash ruined Robin for me for a long time. I'm only recovering recently with his funny but serious part in Fathers day but then he went on to create another mistake, Bicenntinial Man i think it was called but the point is. Robin should be getting much better jobs by now and now he has returned to performing the slime that originated with this 'classic'.",negative
"Deceptive Advertising... I saw a commercial for Carlitos Way: Rise to Power that states ""From the Producer of Scarface and Carlito's Way"" LETS GET IT STRAIGHT... Michael Bergman did not produce Scarface, in fact he was 'editing room assistant' for Scarface. Not to take away from Bergman's talent... but in my opinion he should of had a little more class. I think I can speak for the masses when I say... We hate being blatantly lied to. As far as the movie goes, It was poor at best. I did think Puff Daddy did a good job. Although, Luis Guzman should be ashamed for working on this film. Overall this film did not do a good job filling in the blanks for Carlito's Way. It's obvious this project was an attempt to make a quick buck rather a good film.",negative
"I really hoped for the best with this one, but it just didn't happen. Financed at a very non-dutch manner and still looking great, with a style and pace that's very much like Hollywood. What I don't understand is how-with all these great benefits- the director,writer,producer still managed to make this film a completely horrible picture to watch. Filled with bad jokes, cheap nudity and actors that just can't really talk [act] in the english language. Kudo's for pulling it off, but what was this guy thinking!",negative
"I couldn't not recommend a Christmas movie more than this worthless piece of drivel (trust me, double negatives are required here -- it's that bad). This film was in trouble from the opening credits when it was revealed that the screenwriter was the same person as the songwriter. The musical numbers are all far too long and none of them any good (""Thank You Very Much"" has a decent melody, but the lyrics are stupid beyond words). I would gladly bear the chains worn by Scrooge in the film's bizarre hell sequence than sit through this insult to movie musicals again.<br /><br />The only entertaining part of this movie (completely unintentional by the way) involves Alec Guinness as Jacob Marley. Dressed in a silly powder white costume, Guinness foppishly prances through his scenes in what was either an attempt to make it appear as though he was floating like a ghost, or to show his utter disdain with having to be in this dreadful movie. Albert Finney, meanwhile, blends the best of Alistar Sim and Charles Laughton to create his hopelessly loathsome character of Quasimodo/Scrooge. Finney's Scrooge is so hideous a person, it's impossible to believe his transformation.<br /><br />Steer clear of this abomination of filmmaking at all costs.",negative
"...but this just isn't working and I am surprised to see how many people consider it good. On what grounds? There are some loose hints here and there, but the whole material is self-indulgent and unconvincing. Lynch's movies are generally intriguing because they generate a sense of confusion and yet, are very playful when doing that. There is some visual sense, there are some subplots, characters, ideas etc. But this is dull and yes, pointless. Because whatever there is to explore is either to ""small"", either too far-fetched, or simply told before in a superior manner. It's just Lynch exploring DV, nothing more so it should be treated like this. 1/10",negative
